video_id;video_title;channel;author;comment;published_at;like_count;clean;sentiment;confidence
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@michikaq.Channel;Ngakak sampe lupa itu sepatu hahah;2026-06-05T16:23:32Z;0;terbahak-bahak sampai lupa itu sepatu hahah;negatif;0.971
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@aswandpalevi5181;😂😂😂😂😂😂😂😂😂;2026-06-05T14:50:57Z;0;;positif;0.8912
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@samwinaldijunaib;podacast terabsurd.;2026-06-05T14:36:43Z;0;podacast terabsurd;netral;0.9692
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@Virananda-v5h;Kok bisa sesabar itu sih😭;2026-06-05T13:32:28Z;0;kok bisa sesabar itu sih;negatif;0.9882
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@Virananda-v5h;Kok bisa sesabar itu sih😭;2026-06-05T13:32:14Z;0;kok bisa sesabar itu sih;negatif;0.9882
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@Amiwiwu;ENTP & ENFP kurang lebih gini kali ya 😭😭😭;2026-06-05T11:54:37Z;0;entp enfp kurang lebih gini kali ya;negatif;0.9418
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@HarisSuhendra;Klu orang dua ini ketemu seruh banget cocok sumpah 😂😂😂;2026-06-05T07:19:12Z;0;kalau orang dua ini ketemu seruh sekali cocok sumpah;positif;0.9614
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@imaimeeeehh;Lagi sakit kepala nonton ini malah berasa lagi demam terus mimpi;2026-06-05T06:03:18Z;0;lagi sakit kepala nonton ini malah berasa lagi demam terus mimpi;negatif;0.9959
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@karyatiyati3424;Gara-gara T*kt*k w nyasar disini,,ternyata disini lebih kocak coook;2026-06-05T05:07:35Z;0;gara gara t kita k saya nyasar disini ternyata disini lebih kocak cook;positif;0.9946
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@cosdiamelscullen3499;sudaaaah sudah di sunat kata dokter tirta;2026-06-05T01:29:27Z;0;sudaah sudah di sunat kata dokter tirta;netral;0.9833
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@mutiarakostgarut;😂😂😂😂;2026-06-04T18:36:53Z;0;;positif;0.8912
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@fithriamustauliizzati2410;Sepanjang nonton cuma bisa hah heh hoh wkwk;2026-06-04T14:26:45Z;0;sepanjang nonton cuma bisa hah heh hoh wkwk;negatif;0.9866
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@tyanmutter1437;bangsaaattttt langsung kicep dr tirta dihadapan LORD wkwkw;2026-06-04T14:11:46Z;0;bangsaatt langsung kicep dari tirta dihadapan lord wkwkw;netral;0.975
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@misnadtruffle;Emg dr tirta agamanya apa;2026-06-04T12:31:56Z;0;memang dari tirta agamanya apa;negatif;0.9872
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@AldiYZZ;gak Gimik dok ancene wong luwe iku wes pasti ngomong enak wae lek keluwen;2026-06-04T09:59:52Z;0;tidak gimik dok ancene wong luwe iku wes pasti bicara enak wae lek keluwen;positif;0.9919
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@tschannel8856;Sumpah ngakk terus. Kesini gr² fyp toktok😂😂😂😂😂;2026-06-04T07:27:26Z;1;sumpah ngakk terus kesini gr² fyp toktok;netral;0.6982
41itFALrNU8;#ngopenk  PODCAST BERSAMA ALDI TAHER, OBROLAN PENUH FILOSOFIS;Tirta PengPengPeng;@alicewibuu;Ini video isinya battle setor hafalan;2026-06-04T06:25:47Z;0;ini video isinya battle setor hafalan;netral;0.8744
