video_id;video_title;channel;author;comment;published_at;like_count;clean
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Taufiq14;"23:10 
MAJU KABEH! SIKAT! 😂😂😂🤣🤣🤣";2026-06-05T12:58:08Z;0;maju kabeh sikat
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@siahxjsjxjzjz;ASEM NGAKAK BGT;2026-06-05T09:59:17Z;0;asem terbahak-bahak sangat
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@AndiKurniawan-d5g;Ngakak😂😂😂😂😂;2026-06-05T05:32:40Z;0;terbahak-bahak
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@flocipink;emang bener soto enak daerah jateng aku kemarin bikin soto tauco khas Pekalongan Pemalang;2026-06-04T19:51:54Z;0;memang benar soto enak daerah jateng saya kemarin bikin soto tauco khas pekalongan pemalang
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@flocipink;THAT KAYA KONTET PECAH KETAWA GUA😭😭😭😭;2026-06-04T19:34:06Z;0;that kaya kontet pecah tertawa saya
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@ArifBudiWicaksono-h4d;Autobot vs decepticon;2026-06-04T17:39:35Z;0;autobot vs decepticon
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@gamedenibro;"Dr. Gia: Jangan sering martubasi ya... 
Dr. Tirta: Cola Coli Cola Coli";2026-06-04T17:37:58Z;0;dari gia jangan sering martubasi ya dari tirta cola coli cola coli
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@DoomStecu;57:48 bang Radit shock😂;2026-06-04T16:57:13Z;1;bang radit shock
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Agggieee;Harusnya lagu kesukaan dokter tirta lost control aja 😂;2026-06-04T15:24:41Z;0;harusnya lagu kesukaan dokter tirta lost control saja
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@fappyputrakomul3293;Orang kok bisa se soft spoken gini y😅;2026-06-04T14:49:11Z;0;orang kok bisa se soft spoken gini y
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@NurAzkia-i6x;"dr gia : kasih sayang
dr tirta : kasih paham";2026-06-04T14:27:27Z;0;dari gia kasih sayang dari tirta kasih paham
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@HongLhowen;"Dr. Tirta & Dr Gia, Sama"" DOKTER JENIUS 👍";2026-06-04T05:27:57Z;1;dari tirta dari gia sama dokter jenius
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Myflower21;Seru banget iniii😂 part 2 dong bang radit;2026-06-04T03:10:08Z;0;seru sekali inii part dong bang radit
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@YenitaYenita-nc9vl;Dengan Kepribadian Yg Kontras Justru Tambah Seru❤😂❤;2026-06-04T02:21:57Z;0;dengan kepribadian yang kontras justru tambah seru
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Kirya_C0re;kasih sayang vs kasih paham;2026-06-04T02:05:33Z;0;kasih sayang vs kasih paham
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@MahiaKaputri;dokter tirta mirip maxwell banget ihh T_T;2026-06-04T01:33:01Z;0;dokter tirta mirip maxwell sekali ihh t_t
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Fahira-y9h;Keren nih Collab nya😅😅 Raditya bagaikan sabun, yg berusaha menyatukan air dan minyak😂😂;2026-06-03T17:35:28Z;0;keren nih collab nya raditya bagaikan sabun yang berusaha menyatukan air dan minyak
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@LawakanRecehhh;54:01 😂;2026-06-03T15:20:06Z;0;
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@HusenRiduan;"54:21
dr gia  : Sushi
dr tirta : 🗣️SHOTO";2026-06-03T08:15:05Z;0;dari gia sushi dari tirta shoto
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Kiki-siQQ;Dika ky lg momong ade2nya;2026-06-03T08:09:57Z;0;dika ky lagi momong ade2nya
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@sehatsantaii;Haha 😂;2026-06-03T05:30:33Z;0;haha
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@havizulumam4836;🤣🤣🤣;2026-06-02T19:58:14Z;0;
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@wulanramadani8603;"Kalau pasien berobat sama dokter tirta malah parah jadinya
Dokter tirta kasar
Dokter Gia halus";2026-06-02T14:59:37Z;0;kalau pasien berobat sama dokter tirta malah parah jadinya dokter tirta kasar dokter gia halus
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@AhmadReza-s5e3u;Iklan nya lama banget;2026-06-02T03:17:39Z;0;iklan nya lama sekali
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Muhammad-k1s7j;Maca ci;2026-06-01T11:14:18Z;0;maca ci
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@maulanaalfahri494;Cerita pertama terlalu dongeng mas gia;2026-06-01T06:58:52Z;0;cerita pertama terlalu dongeng mas gia
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@brownnsugarrrrro_o;"dr. gia : aku salmon lgi 😊
dr. tirta : SOTO! SOTO TANPA KECAP 😡!";2026-06-01T06:07:18Z;1;dari gia saya salmon lagi dari tirta soto soto tanpa kecap
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@maharinihendrarti9850;Smg program bayi tabung dr Gia berhasil. Aamiin.....;2026-06-01T04:57:34Z;0;semoga program bayi tabung dari gia berhasil amin
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@brownnsugarrrrro_o;DR. TIRTA NAKALL BGTTT IH 😭😭;2026-06-01T04:54:15Z;1;dari tirta nakall bgtt ih
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@adrieljosephgulo;ternyata surga dan neraka tuh bisa dipertemukan yakkk ??? wkwk 😅😅😂😂;2026-06-01T03:11:23Z;1;ternyata surga dan neraka tuh bisa dipertemukan yakk wkwk
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Sharelife_14;"dr Trita : ingatan terjauh berdiri beraknya bulet kek bakso.
dr Gia : Main Lego 
😭";2026-05-31T21:32:22Z;2;dari trita ingatan terjauh berdiri beraknya bulet kek bakso dari gia main lego
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@effrienpocci;Dokter tirta kan suka soto coba di sidoarjo dong dok ada soto MU;2026-05-31T18:21:06Z;0;dokter tirta kan suka soto coba di sidoarjo dong dok ada soto mu
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@ReizalKirana;"54:00 

dr. gia: cinta salmon aku😊😊

dr. Tirta: SOTO SOTO TANPA KECAP😡😡😡";2026-05-31T13:56:26Z;0;dari gia cinta salmon saya dari tirta soto soto tanpa kecap
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@10.Biantara;😮;2026-05-31T11:28:46Z;1;
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@AnisaUlii_nyawit;Ngakak bgt sama citot;2026-05-31T10:36:56Z;1;terbahak-bahak sangat sama citot
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@AnisaUlii_nyawit;Ketawanya dokter Gia ketawa CEO;2026-05-31T09:58:46Z;1;ketawanya dokter gia tertawa ceo
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@latifiaputriarifin3468;dr. Gia positive vibes bangett😭🙂;2026-05-31T09:08:53Z;1;dari gia positive vibes sangat
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@latifiaputriarifin3468;Ga berhenti ngakak😭🤣;2026-05-31T09:08:20Z;1;tidak berhenti terbahak-bahak
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@davidpratama037;😂😂😂😂 44:12 tirta 3 tahun;2026-05-30T18:55:50Z;1;tirta tahun
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@CeciliaEkaristi;7:02  plsss ngakak😭💔;2026-05-30T17:56:06Z;1;plss terbahak-bahak
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@mypomenude1;"Dr Gia : Hashirama
Dr. Tirta : Madara uchiha
Raditya dika : kuchiyose pakkun";2026-05-30T15:48:17Z;2;dari gia hashirama dari tirta madara uchiha raditya dika kuchiyose pakkun
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Dyvvvv;1:05:36 ga espek pake Jersey 😭;2026-05-30T14:10:13Z;2;tidak espek pakai jersey
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@aurissya;Dr Tirta disini kek bocah baru lahiran aslinya bocah masa sakit pinggang😭🙏🏻;2026-05-30T11:28:12Z;4;dari tirta disini kek bocah baru lahiran aslinya bocah masa sakit pinggang
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@beniqnoabdillah;radit sengaja banget;2026-05-30T09:34:15Z;1;radit sengaja sekali
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@kayycaine;dr.tirta :sigma boy sigma boy sigma sigma sigma boy;2026-05-30T06:43:51Z;1;dari tirta sigma boy sigma boy sigma sigma sigma boy
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Dera_id;Yah IQ-nya kalah sama Reza arab😂;2026-05-30T04:53:41Z;1;yah iq nya kalah sama reza arab
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@mydreamsanctuary;ga heran mereka jadi dokter, aslinya dah jenius;2026-05-29T19:14:57Z;2;tidak heran mereka jadi dokter aslinya sudah jenius
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@UmmuRidwan-k3r;Seru kurang lama durasi nya😂;2026-05-29T17:31:03Z;1;seru kurang lama durasi nya
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@ariyaa-;Low cortisol vs High cortisol;2026-05-29T11:56:21Z;1;kalau cortisol vs high cortisol
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Togevv;Terima kasih banyak;2026-05-29T04:37:58Z;1;terima kasih banyak
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@heroesfoodandrinks;John Petrucci & Mike Portnoy;2026-05-29T02:47:38Z;0;john petrucci mike portnoy
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@ep4394;1 bulan 15 jt penonton;2026-05-28T22:32:03Z;1;bulan jt penonton
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@oldastory;dokter gia kek dosen ku, senyam senyum ramah dikelas. nilai keluar ,satu kelas D. sesak napas kan, bahaya banget dr gia ini 😂;2026-05-28T16:08:53Z;0;dokter gia kek dosen ku senyam senyum ramah dikelas nilai keluar satu kelas d sesak nafas kan bahaya sekali dari gia ini
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@manusiahidup6517;44:34 nakal bgt ihhhhhhh😭😭😭😭😭😭😭;2026-05-28T15:27:51Z;0;nakal sangat ihh
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@bundatigaputri3357;Penutupan yang bikin dr.Tirta jengkel 😂😂😂😂;2026-05-28T13:36:03Z;1;penutupan yang bikin dari tirta jengkel
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@numbereighten;"44:48 pantes sering teriak2 ""NGISING"".";2026-05-28T13:18:26Z;0;pantes sering teriak2 ngising
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@kharisma31001;bener bener definisi tentram vs tantrum🤣😭;2026-05-28T12:39:44Z;0;benar benar definisi tentram vs tantrum
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@stevxtrl;1:07:05  alergi jersey mu 😭😭 kocak bgt;2026-05-28T11:58:42Z;0;alergi jersey mu kocak sangat
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Mikazuki_Alya;"kak gem : Paham! 
dr.tirta : PAHAM KAU! 
dr gia : paham, kau~";2026-05-28T05:36:45Z;0;kak gem paham dari tirta paham kamu dari gia paham kamu
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@KiranaSafa-s3e;"POV: ngomong paham kau
Dr. Tirta: PAHAM KAU!!!😡😡
Dr. Gia: Paham kau💐🎀💅🏻💅🏻";2026-05-28T04:20:04Z;0;pov bicara paham kamu dari tirta paham kamu dari gia paham kamu
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@desainisme;54:02 yang nyariin makanan favorit wkwk;2026-05-28T04:12:04Z;1;yang nyariin makanan favorit wkwk
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@khadeejayasmin5061;Gimana ga gagal wawancara nya org nge gas mulu😂;2026-05-28T01:52:57Z;0;gimana tidak gagal wawancara nya orang nge gas terus
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@khadeejayasmin5061;Luar biasa IQ nya lebih dr 140;2026-05-28T01:46:58Z;0;luar biasa iq nya lebih dari
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@khadeejayasmin5061;Bruderan....;2026-05-28T01:43:33Z;0;bruderan
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@khadeejayasmin5061;Perawat jg bs jd guru buat dokter muda yaa;2026-05-28T01:42:15Z;0;perawat juga bisa jadi guru buat dokter muda yaa
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@SalmanNgemplek;Sejak awal dr. Tirta muncul di alam dunia Maya, saya langsung suka karna beliau orang cerdas , jos sampean ...;2026-05-28T01:25:14Z;0;sejak awal dari tirta muncul di alam dunia maya saya langsung suka karena beliau orang cerdas jos sampean
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Lutvan13;Lah njir abis nonton chenluc malah direkomen yang doksli;2026-05-27T14:19:58Z;0;lah njir abis nonton chenluc malah direkomen yang doksli
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@pambudigaming3261;14:13 AAAAAAAA;2026-05-27T13:33:49Z;1;aa
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@yennyfatmasari2039;Cara sobek kado nya aja udh keliatan ya gesss 🙏🏻 hahaha;2026-05-27T11:54:56Z;0;cara sobek kado nya saja sudah kelihatan ya gess hahaha
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@nabilanisa761;ga nyangka udah 2 populer;2026-05-27T10:09:57Z;1;tidak sangka sudah populer
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@NMT2811;Pantesan aku suka dr. Gia, ternyata sama2 MU mania ❤❤❤❤ GG MU 😂;2026-05-27T09:31:27Z;0;pantas saya suka dari gia ternyata sama2 mu mania gg mu
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@dramamamak696;"😂😂😂😂😂❤ doctorr gia pertanyaannya""momen apa tersesat membela liverpool🤣🤣🤣🤣🤣,gogo..the RED DEVIL IS BACK😂😂😂";2026-05-27T08:46:40Z;0;doctorr gia pertanyaannya momen apa tersesat membela liverpool gogo the red devil is back
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@ZiyuTianlei;"Kalo di gaming ada 
Papa kehidupan : bang regi
Papa kematian : bang windah

Skrng di kedokteran 
Low cortisol : dr. Gia
High cortisol : dr. Tirta";2026-05-27T08:23:38Z;0;kalau di gaming ada papa kehidupan bang regi papa kematian bang windah sekarang di kedokteran kalau cortisol dari gia high cortisol dari tirta
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@Lutfi-b9t;"dokter gia = obat penenang
dokter tirta= obat doping";2026-05-27T07:12:15Z;0;dokter gia obat penenang dokter tirta obat doping
dSq0Z5XpoLc;Pertemuan Bersejarah dr. Tirta dan dr. Gia;Raditya Dika;@KliwonNoise;MAJU KABEHH!!!!!  SIKATTTT!!;2026-05-27T06:55:26Z;0;maju kabehh sikatt
